Category,City,Country/Region,Customer ID,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Segments Abbrev,Selected Year,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Profit CY,Profit PY,Quantity,Sales,Sales CY,Sales PY,Year
Office Supplies,Philadelphia,United States,JD-15895,Jonathan Doherty,Fellowes,4/13/2019,US-2019-122336,19140,Fellowes PB200 Plastic Comb Binding Machine,East,Corporate,COR,FALSE,4/17/2019,Second Class,Pennsylvania,Binders,0.7,-$0.41K,,,10,$0.5K,,,2019
Office Supplies,Philadelphia,United States,JD-15895,Jonathan Doherty,Other,4/13/2019,US-2019-122336,19140,Staples,East,Corporate,COR,FALSE,4/17/2019,Second Class,Pennsylvania,Fasteners,0.2,$0.01K,,,13,$0.0K,,,2019
Office Supplies,Baltimore,United States,BF-11170,Ben Ferrer,Avery,4/13/2019,US-2019-167724,21215,Avery 479,East,Home Office,HO,FALSE,4/18/2019,Standard Class,Maryland,Labels,0,$0.00K,,,3,$0.0K,,,2019
Technology,Philadelphia,United States,JD-15895,Jonathan Doherty,Square,4/13/2019,US-2019-122336,19140,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",East,Corporate,COR,FALSE,4/17/2019,Second Class,Pennsylvania,Phones,0.4,$0.01K,,,12,$0.1K,,,2019
Furniture,Los Angeles,United States,PS-18970,Paul Stevenson,Howard Miller,4/15/2019,US-2019-120740,90049,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",West,Home Office,HO,FALSE,4/15/2019,Same Day,California,Furnishings,0,$0.08K,,,4,$0.2K,,,2019
Office Supplies,Los Angeles,United States,PS-18970,Paul Stevenson,Belkin,4/15/2019,US-2019-120740,90049,Belkin F9G930V10-GRY 9 Outlet Surge,West,Home Office,HO,FALSE,4/15/2019,Same Day,California,Appliances,0,$0.03K,,,2,$0.1K,,,2019
Office Supplies,Wilmington,United States,SP-20650,Stephanie Phelps,Avery,4/16/2019,US-2019-155208,28403,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",South,Corporate,COR,FALSE,4/20/2019,Standard Class,North Carolina,Art,0.2,$0.01K,,,6,$0.0K,,,2019
Furniture,Houston,United States,KM-16720,Kunst Miller,DMI,4/18/2019,US-2019-100678,77095,DMI Arturo Collection Mission-style Design Wood Chair,Central,Consumer,CON,FALSE,4/22/2019,Standard Class,Texas,Chairs,0.3,-$0.02K,,,3,$0.3K,,,2019
Office Supplies,Los Angeles,United States,JL-15835,John Lee,Binney & Smith,4/18/2019,US-2019-110849,90049,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",West,Consumer,CON,FALSE,4/23/2019,Standard Class,California,Art,0,$0.00K,,,5,$0.0K,,,2019
Office Supplies,Houston,United States,KM-16720,Kunst Miller,Prang,4/18/2019,US-2019-100678,77095,Prang Dustless Chalk Sticks,Central,Consumer,CON,FALSE,4/22/2019,Standard Class,Texas,Art,0.2,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Los Angeles,United States,JL-15835,John Lee,Newell,4/18/2019,US-2019-110849,90049,Newell 351,West,Consumer,CON,FALSE,4/23/2019,Standard Class,California,Art,0,$0.00K,,,4,$0.0K,,,2019
Office Supplies,Houston,United States,KM-16720,Kunst Miller,Other,4/18/2019,US-2019-100678,77095,Cameo Buff Policy Envelopes,Central,Consumer,CON,FALSE,4/22/2019,Standard Class,Texas,Envelopes,0.2,$0.05K,,,3,$0.1K,,,2019
Office Supplies,Los Angeles,United States,JL-15835,John Lee,Advantus,4/18/2019,US-2019-110849,90049,"Advantus Push Pins, Aluminum Head",West,Consumer,CON,FALSE,4/23/2019,Standard Class,California,Fasteners,0,$0.00K,,,2,$0.0K,,,2019
Technology,Houston,United States,KM-16720,Kunst Miller,Kensington,4/18/2019,US-2019-100678,77095,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Central,Consumer,CON,FALSE,4/22/2019,Standard Class,Texas,Accessories,0.2,$0.03K,,,3,$0.2K,,,2019
Technology,Los Angeles,United States,JL-15835,John Lee,Ativa,4/18/2019,US-2019-110849,90049,Ativa MDM8000 8-Sheet Micro-Cut Shredder,West,Consumer,CON,FALSE,4/23/2019,Standard Class,California,Machines,0.2,$0.10K,,,4,$0.3K,,,2019
Furniture,San Jose,United States,NF-18595,Nicole Fjeld,Executive Impressions,4/19/2019,US-2019-169460,95123,"Executive Impressions 13"" Chairman Wall Clock",West,Home Office,HO,FALSE,4/21/2019,Second Class,California,Furnishings,0,$0.03K,,,3,$0.1K,,,2019
Office Supplies,Arlington,United States,AG-10390,Allen Goldenen,GBC,4/19/2019,US-2019-158470,22204,GBC Durable Plastic Covers,South,Consumer,CON,FALSE,4/23/2019,Second Class,Virginia,Binders,0,$0.03K,,,3,$0.1K,,,2019
Office Supplies,Arlington,United States,AG-10390,Allen Goldenen,Xerox,4/19/2019,US-2019-158470,22204,Xerox 232,South,Consumer,CON,FALSE,4/23/2019,Second Class,Virginia,Paper,0,$0.03K,,,11,$0.1K,,,2019
Furniture,Los Angeles,United States,BP-11230,Benjamin Patterson,GE,4/20/2019,US-2019-101462,90045,"GE 4 Foot Flourescent Tube, 40 Watt",West,Consumer,CON,FALSE,4/25/2019,Standard Class,California,Furnishings,0,$0.03K,,,4,$0.1K,,,2019
Furniture,Houston,United States,SV-20365,Seth Vernon,Bush,4/20/2019,US-2019-134572,77070,Bush Advantage Collection Round Conference Table,Central,Consumer,CON,FALSE,4/22/2019,Second Class,Texas,Tables,0.3,-$0.10K,,,5,$0.7K,,,2019
Furniture,Houston,United States,SV-20365,Seth Vernon,Riverside,4/20/2019,US-2019-134572,77070,Riverside Furniture Stanwyck Manor Table Series,Central,Consumer,CON,FALSE,4/22/2019,Second Class,Texas,Tables,0.3,-$0.13K,,,2,$0.4K,,,2019
Office Supplies,Houston,United States,SV-20365,Seth Vernon,Other,4/20/2019,US-2019-134572,77070,"Personal Folder Holder, Ebony",Central,Consumer,CON,FALSE,4/22/2019,Second Class,Texas,Storage,0.2,$0.01K,,,5,$0.0K,,,2019
Office Supplies,Los Angeles,United States,AA-10375,Allen Armold,ACCOHIDE,4/21/2019,US-2019-158064,90008,ACCOHIDE Binder by Acco,West,Consumer,CON,FALSE,4/25/2019,Standard Class,California,Binders,0.2,$0.01K,,,5,$0.0K,,,2019
Office Supplies,Henderson,United States,DB-13555,Dorothy Badders,SAFCO,4/21/2019,US-2019-136336,42420,"SAFCO Commercial Wire Shelving, Black",South,Corporate,COR,FALSE,4/26/2019,Standard Class,Kentucky,Storage,0,$0.00K,,,6,$0.8K,,,2019
Office Supplies,Troy,United States,AH-10030,Aaron Hawkins,ACCOHIDE,4/22/2019,US-2019-122070,12180,"ACCOHIDE 3-Ring Binder, Blue, 1""",East,Corporate,COR,FALSE,4/24/2019,Second Class,New York,Binders,0.2,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Troy,United States,AH-10030,Aaron Hawkins,Staple envelope,4/22/2019,US-2019-122070,12180,Staple envelope,East,Corporate,COR,FALSE,4/24/2019,Second Class,New York,Envelopes,0,$0.12K,,,8,$0.2K,,,2019
Furniture,Columbus,United States,LB-16795,Laurel Beltran,Global,4/23/2019,US-2019-150119,43229,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",East,Home Office,HO,FALSE,4/27/2019,Standard Class,Ohio,Chairs,0.3,-$0.01K,,,2,$0.3K,,,2019
Furniture,Columbus,United States,LB-16795,Laurel Beltran,Global,4/23/2019,US-2019-150119,43229,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",East,Home Office,HO,FALSE,4/27/2019,Standard Class,Ohio,Chairs,0.3,-$0.01K,,,2,$0.3K,,,2019
Furniture,Columbus,United States,LB-16795,Laurel Beltran,G. E.,4/23/2019,US-2019-150119,43229,G.E. Halogen Desk Lamp Bulbs,East,Home Office,HO,FALSE,4/27/2019,Standard Class,Ohio,Furnishings,0.2,$0.01K,,,4,$0.0K,,,2019
Office Supplies,Columbus,United States,LB-16795,Laurel Beltran,Other,4/23/2019,US-2019-150119,43229,Zipper Ring Binder Pockets,East,Home Office,HO,FALSE,4/27/2019,Standard Class,Ohio,Binders,0.7,-$0.01K,,,8,$0.0K,,,2019
Office Supplies,Philadelphia,United States,TS-21160,Theresa Swint,Wilson Jones,4/23/2019,US-2019-112564,19134,Wilson Jones Suede Grain Vinyl Binders,East,Corporate,COR,FALSE,4/24/2019,First Class,Pennsylvania,Binders,0.7,$0.00K,,,3,$0.0K,,,2019
Office Supplies,San Francisco,United States,NM-18445,Nathan Mautz,Xerox,4/23/2019,US-2019-111857,94109,Xerox 1891,West,Home Office,HO,FALSE,4/26/2019,Second Class,California,Paper,0,$0.02K,,,1,$0.0K,,,2019
Furniture,San Gabriel,United States,BT-11305,Beth Thompson,Other,4/25/2019,US-2019-166954,91776,GuestStacker Chair with Chrome Finish Legs,West,Home Office,HO,FALSE,4/30/2019,Standard Class,California,Chairs,0.2,$0.15K,,,5,$1.5K,,,2019
Furniture,San Gabriel,United States,BT-11305,Beth Thompson,Tenex,4/25/2019,US-2019-166954,91776,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",West,Home Office,HO,FALSE,4/30/2019,Standard Class,California,Furnishings,0,$0.06K,,,5,$0.3K,,,2019
Office Supplies,San Gabriel,United States,BT-11305,Beth Thompson,Kensington,4/25/2019,US-2019-166954,91776,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,West,Home Office,HO,FALSE,4/30/2019,Standard Class,California,Appliances,0,$0.08K,,,3,$0.3K,,,2019
Office Supplies,Houston,United States,DA-13450,Dianna Arnett,Other,4/25/2019,US-2019-157406,77095,12 Colored Short Pencils,Central,Home Office,HO,FALSE,4/29/2019,Standard Class,Texas,Art,0.2,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Houston,United States,DA-13450,Dianna Arnett,Xerox,4/25/2019,US-2019-157406,77095,Xerox 1985,Central,Home Office,HO,FALSE,4/29/2019,Standard Class,Texas,Paper,0.2,$0.00K,,,2,$0.0K,,,2019
Technology,Wilmington,United States,LC-16885,Lena Creighton,AT&T,4/25/2019,US-2019-110100,28403,AT&T CL2909,South,Consumer,CON,FALSE,4/29/2019,Standard Class,North Carolina,Phones,0.2,$0.04K,,,3,$0.3K,,,2019
Furniture,Los Angeles,United States,AG-10300,Aleksandra Gannaway,Bevis,4/26/2019,US-2019-147298,90049,Bevis Steel Folding Chairs,West,Corporate,COR,FALSE,5/3/2019,Standard Class,California,Chairs,0.2,$0.02K,,,3,$0.2K,,,2019
Office Supplies,Los Angeles,United States,MH-17290,Marc Harrigan,Newell,4/26/2019,US-2019-116785,90036,Newell 347,West,Home Office,HO,FALSE,4/30/2019,Standard Class,California,Art,0,$0.01K,,,5,$0.0K,,,2019
Office Supplies,Los Angeles,United States,AG-10300,Aleksandra Gannaway,Acco,4/26/2019,US-2019-147298,90049,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",West,Corporate,COR,FALSE,5/3/2019,Standard Class,California,Binders,0.2,$0.01K,,,6,$0.0K,,,2019
Office Supplies,Los Angeles,United States,MH-17290,Marc Harrigan,Avery,4/26/2019,US-2019-116785,90036,Avery 495,West,Home Office,HO,FALSE,4/30/2019,Standard Class,California,Labels,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Baltimore,United States,MY-18295,Muhammed Yedwab,Other,4/28/2019,US-2019-118976,21215,Blackstonian Pencils,East,Corporate,COR,FALSE,5/3/2019,Standard Class,Maryland,Art,0,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Baltimore,United States,MY-18295,Muhammed Yedwab,Acco,4/28/2019,US-2019-118976,21215,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",East,Corporate,COR,FALSE,5/3/2019,Standard Class,Maryland,Binders,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Baltimore,United States,MY-18295,Muhammed Yedwab,Avery,4/28/2019,US-2019-118976,21215,Avery 488,East,Corporate,COR,FALSE,5/3/2019,Standard Class,Maryland,Labels,0,$0.00K,,,1,$0.0K,,,2019
Office Supplies,Newark,United States,GB-14530,George Bell,Avery,4/28/2019,US-2019-140228,43055,Avery File Folder Labels,East,Corporate,COR,FALSE,5/3/2019,Standard Class,Ohio,Labels,0.2,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Baltimore,United States,MY-18295,Muhammed Yedwab,Other,4/28/2019,US-2019-118976,21215,Recycled Steel Personal File for Standard File Folders,East,Corporate,COR,FALSE,5/3/2019,Standard Class,Maryland,Storage,0,$0.13K,,,9,$0.5K,,,2019
Office Supplies,Newark,United States,GB-14530,George Bell,Carina,4/28/2019,US-2019-140228,43055,"Carina Mini System Audio Rack, Model AR050B",East,Corporate,COR,FALSE,5/3/2019,Standard Class,Ohio,Storage,0.2,-$0.04K,,,2,$0.2K,,,2019
Office Supplies,Newark,United States,GB-14530,George Bell,Other,4/28/2019,US-2019-140228,43055,X-Rack File for Hanging Folders,East,Corporate,COR,FALSE,5/3/2019,Standard Class,Ohio,Storage,0.2,$0.00K,,,3,$0.0K,,,2019
Technology,Jamestown,United States,DS-13180,David Smith,Logitech,4/28/2019,US-2019-132983,14701,Logitech G600 MMO Gaming Mouse,East,Corporate,COR,FALSE,5/3/2019,Standard Class,New York,Accessories,0,$0.06K,,,2,$0.2K,,,2019
Technology,San Francisco,United States,AI-10855,Arianne Irving,Samsung,4/28/2019,US-2019-131387,94122,Samsung Galaxy Mega 6.3,West,Consumer,CON,FALSE,4/30/2019,First Class,California,Phones,0.2,$0.13K,,,5,$1.7K,,,2019
Furniture,Memphis,United States,LA-16780,Laura Armstrong,Global,4/29/2019,US-2019-107811,38109,Global Leather Executive Chair,South,Corporate,COR,FALSE,5/3/2019,Standard Class,Tennessee,Chairs,0.2,$0.07K,,,2,$0.6K,,,2019
Furniture,Lake Charles,United States,HG-14845,Harry Greene,Global,4/29/2019,US-2019-142727,70601,"Global Stack Chair without Arms, Black",South,Consumer,CON,FALSE,5/1/2019,Second Class,Louisiana,Chairs,0,$0.01K,,,2,$0.1K,,,2019
Furniture,Rochester,United States,LL-16840,Lauren Leatherbury,DAX,4/29/2019,US-2019-134061,14609,Dax Clear Box Frame,East,Consumer,CON,FALSE,5/4/2019,Standard Class,New York,Furnishings,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Lake Charles,United States,HG-14845,Harry Greene,Avery,4/29/2019,US-2019-142727,70601,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,South,Consumer,CON,FALSE,5/1/2019,Second Class,Louisiana,Binders,0,$0.01K,,,3,$0.0K,,,2019
Office Supplies,Memphis,United States,LA-16780,Laura Armstrong,Other,4/29/2019,US-2019-107811,38109,2300 Heavy-Duty Transfer File Systems by Perma,South,Corporate,COR,FALSE,5/3/2019,Standard Class,Tennessee,Storage,0.2,$0.00K,,,5,$0.1K,,,2019
Technology,Dover,United States,KH-16360,Katherine Hughes,Square,4/29/2019,US-2019-118304,19901,Square Credit Card Reader,East,Consumer,CON,FALSE,5/4/2019,Standard Class,Delaware,Phones,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Louisville,United States,JM-16195,Justin MacKendrick,Hunt,4/30/2019,US-2019-160094,40214,Hunt Boston Vacuum Mount KS Pencil Sharpener,South,Consumer,CON,FALSE,5/2/2019,First Class,Kentucky,Art,0,$0.05K,,,5,$0.2K,,,2019
Office Supplies,Louisville,United States,JM-16195,Justin MacKendrick,Other,4/30/2019,US-2019-160094,40214,Economy Rollaway Files,South,Consumer,CON,FALSE,5/2/2019,First Class,Kentucky,Storage,0,$0.21K,,,5,$0.8K,,,2019
Technology,Jackson,United States,TM-21010,Tamara Manning,Maxell,4/30/2019,US-2019-156006,39212,Maxell 4.7GB DVD-RW 3/Pack,South,Consumer,CON,FALSE,5/2/2019,Second Class,Mississippi,Accessories,0,$0.02K,,,3,$0.0K,,,2019
Office Supplies,Columbus,United States,AR-10510,Andrew Roberts,Belkin,5/2/2019,US-2019-115056,43229,Belkin 6 Outlet Metallic Surge Strip,East,Consumer,CON,FALSE,5/2/2019,Same Day,Ohio,Appliances,0.2,$0.00K,,,3,$0.0K,,,2019
Technology,Lakeland,United States,CS-11860,Cari Schnelling,Brother,5/2/2019,US-2019-124618,33801,Brother DCP1000 Digital 3 in 1 Multifunction Machine,South,Consumer,CON,FALSE,5/4/2019,Second Class,Florida,Copiers,0.2,$0.09K,,,2,$0.5K,,,2019
Office Supplies,Yonkers,United States,NC-18415,Nathan Cano,Avery,5/3/2019,US-2019-135755,10701,"Avery Durable Plastic 1"" Binders",East,Consumer,CON,FALSE,5/10/2019,Standard Class,New York,Binders,0.2,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Yonkers,United States,NC-18415,Nathan Cano,GBC,5/3/2019,US-2019-135755,10701,GBC Poly Designer Binding Covers,East,Consumer,CON,FALSE,5/10/2019,Standard Class,New York,Binders,0.2,$0.01K,,,3,$0.0K,,,2019
Office Supplies,Appleton,United States,JS-15940,Joni Sundaresam,Avery,5/3/2019,US-2019-130274,54915,Avery 481,Central,Home Office,HO,FALSE,5/5/2019,First Class,Wisconsin,Labels,0,$0.01K,,,7,$0.0K,,,2019
Furniture,Middletown,United States,AA-10480,Andrew Allen,DAX,5/4/2019,US-2019-155271,6457,DAX Wood Document Frame,East,Consumer,CON,FALSE,5/4/2019,Same Day,Connecticut,Furnishings,0,$0.01K,,,2,$0.0K,,,2019
Furniture,Seattle,United States,BS-11365,Bill Shonely,Eldon,5/4/2019,US-2019-148194,98105,"Eldon Regeneration Recycled Desk Accessories, Smoke",West,Corporate,COR,FALSE,5/7/2019,First Class,Washington,Furnishings,0,$0.00K,,,7,$0.0K,,,2019
Office Supplies,Seattle,United States,BS-11365,Bill Shonely,Holmes,5/4/2019,US-2019-148194,98105,Holmes Odor Grabber,West,Corporate,COR,FALSE,5/7/2019,First Class,Washington,Appliances,0,$0.02K,,,4,$0.1K,,,2019
Office Supplies,Houston,United States,NC-18340,Nat Carroll,Boston,5/4/2019,US-2019-111899,77036,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Central,Consumer,CON,FALSE,5/5/2019,First Class,Texas,Art,0.2,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Jackson,United States,PM-18940,Paul MacIntyre,Fellowes,5/4/2019,US-2019-117709,49201,Fellowes Binding Cases,Central,Consumer,CON,FALSE,5/8/2019,Standard Class,Michigan,Binders,0,$0.02K,,,4,$0.0K,,,2019
Office Supplies,Houston,United States,NC-18340,Nat Carroll,OIC,5/4/2019,US-2019-111899,77036,OIC Thumb-Tacks,Central,Consumer,CON,FALSE,5/5/2019,First Class,Texas,Fasteners,0.2,$0.00K,,,6,$0.0K,,,2019
Furniture,San Antonio,United States,EB-13870,Emily Burns,Global,5/5/2019,US-2019-110219,78207,"Global Value Mid-Back Manager's Chair, Gray",Central,Consumer,CON,FALSE,5/8/2019,First Class,Texas,Chairs,0.3,-$0.01K,,,3,$0.1K,,,2019
Office Supplies,Richmond,United States,PF-19120,Peter Fuller,Newell,5/5/2019,US-2019-166457,40475,Newell 350,South,Consumer,CON,FALSE,5/9/2019,Second Class,Kentucky,Art,0,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Arlington,United States,GD-14590,Giulietta Dortch,Storex,5/5/2019,US-2019-111934,22204,Storex Dura Pro Binders,South,Corporate,COR,FALSE,5/7/2019,First Class,Virginia,Binders,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Arlington,United States,GD-14590,Giulietta Dortch,Easy-staple paper,5/5/2019,US-2019-111934,22204,Easy-staple paper,South,Corporate,COR,FALSE,5/7/2019,First Class,Virginia,Paper,0,$0.02K,,,1,$0.0K,,,2019
Office Supplies,Richmond,United States,PF-19120,Peter Fuller,Xerox,5/5/2019,US-2019-166457,40475,Xerox 1933,South,Consumer,CON,FALSE,5/9/2019,Second Class,Kentucky,Paper,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Richmond,United States,PF-19120,Peter Fuller,Adams,5/5/2019,US-2019-166457,40475,"Adams ""While You Were Out"" Message Pads",South,Consumer,CON,FALSE,5/9/2019,Second Class,Kentucky,Paper,0,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Freeport,United States,KH-16330,Katharine Harms,Eldon,5/5/2019,US-2019-160738,61032,Eldon Portable Mobile Manager,Central,Corporate,COR,FALSE,5/10/2019,Standard Class,Illinois,Storage,0.2,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Los Angeles,United States,SN-20710,Steve Nguyen,Other,5/6/2019,US-2019-154879,90004,Model L Table or Wall-Mount Pencil Sharpener,West,Home Office,HO,FALSE,5/11/2019,Standard Class,California,Art,0,$0.03K,,,6,$0.1K,,,2019
Office Supplies,Los Angeles,United States,HP-14815,Harold Pawlan,Wilson Jones,5/6/2019,US-2019-121664,90049,Wilson Jones Legal Size Ring Binders,West,Home Office,HO,FALSE,5/10/2019,Standard Class,California,Binders,0.2,$0.05K,,,8,$0.1K,,,2019
Office Supplies,Los Angeles,United States,SN-20710,Steve Nguyen,Staple-on labels,5/6/2019,US-2019-154879,90004,Staple-on labels,West,Home Office,HO,FALSE,5/11/2019,Standard Class,California,Labels,0,$0.00K,,,2,$0.0K,,,2019
Furniture,Lawrence,United States,CT-11995,Carol Triggs,Other,5/7/2019,US-2019-166086,1841,"Lifetime Advantage Folding Chairs, 4/Carton",East,Consumer,CON,FALSE,5/12/2019,Standard Class,Massachusetts,Chairs,0,$0.24K,,,4,$0.9K,,,2019
Furniture,Lawrence,United States,CT-11995,Carol Triggs,Balt,5/7/2019,US-2019-166086,1841,Balt Split Level Computer Training Table,East,Consumer,CON,FALSE,5/12/2019,Standard Class,Massachusetts,Tables,0.3,-$0.04K,,,2,$0.2K,,,2019
Office Supplies,Lawrence,United States,CT-11995,Carol Triggs,Newell,5/7/2019,US-2019-166086,1841,Newell 335,East,Consumer,CON,FALSE,5/12/2019,Standard Class,Massachusetts,Art,0,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Lawrence,United States,CT-11995,Carol Triggs,Acco,5/7/2019,US-2019-166086,1841,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",East,Consumer,CON,FALSE,5/12/2019,Standard Class,Massachusetts,Binders,0,$0.01K,,,3,$0.0K,,,2019
Technology,Philadelphia,United States,KT-16480,Kean Thornton,Hewlett-Packard,5/8/2019,US-2019-116666,19134,Hewlett Packard LaserJet 3310 Copier,East,Consumer,CON,FALSE,5/10/2019,First Class,Pennsylvania,Copiers,0.4,$0.24K,,,5,$1.8K,,,2019
Office Supplies,Henderson,United States,SB-20290,Sean Braxton,Avery,5/9/2019,US-2019-158771,42420,Avery 518,South,Corporate,COR,FALSE,5/9/2019,Same Day,Kentucky,Labels,0,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Henderson,United States,SB-20290,Sean Braxton,Avery,5/9/2019,US-2019-158771,42420,Avery 506,South,Corporate,COR,FALSE,5/9/2019,Same Day,Kentucky,Labels,0,$0.01K,,,5,$0.0K,,,2019
Office Supplies,Henderson,United States,SB-20290,Sean Braxton,Other,5/9/2019,US-2019-158771,42420,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),South,Corporate,COR,FALSE,5/9/2019,Same Day,Kentucky,Paper,0,$0.02K,,,7,$0.0K,,,2019
Office Supplies,Henderson,United States,SB-20290,Sean Braxton,Fellowes,5/9/2019,US-2019-158771,42420,Fellowes Super Stor/Drawer,South,Corporate,COR,FALSE,5/9/2019,Same Day,Kentucky,Storage,0,$0.01K,,,3,$0.1K,,,2019
Technology,San Francisco,United States,PG-18820,Patrick Gardner,Sony,5/9/2019,US-2019-102071,94110,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,West,Consumer,CON,FALSE,5/15/2019,Standard Class,California,Accessories,0,$0.04K,,,3,$0.2K,,,2019
Technology,San Francisco,United States,PG-18820,Patrick Gardner,Kingston,5/9/2019,US-2019-102071,94110,Kingston Digital DataTraveler 32GB USB 2.0,West,Consumer,CON,FALSE,5/15/2019,Standard Class,California,Accessories,0,$0.00K,,,4,$0.1K,,,2019
